Method,Density,Voronoi,Moran,Local Balance,score_0_0,IB_value,SBLB_value,method
"K-Means (1, 1)",-0.264789516853199,0.0882057720353099,-0.1789269048631186,0.5442152907941865,,,,
"K-Means (1, 1)",-0.4332215978037502,0.1102008989833296,-0.1270499263482426,0.51629997786858,,,,
"K-Means (1, 1)",-0.4256278535110614,0.1073043220378598,-0.0966495127695791,0.6091120901878438,,,,
"K-Means (1, 1)",0.0528724309575136,0.1321566004673856,-0.2431939726094651,0.3536595776535777,,,,
"K-Means (1, 1)",-0.3619427779379229,0.0674454998054366,-0.0410890231313808,0.4890045918650327,,,,
"K-Means (1, 1)",0.0850316399013647,0.1260638681300925,-0.2003345282389512,0.3663902606892313,,,,
"K-Means (1, 1)",0.0379195411563624,0.1321566004673856,-0.2502630829300911,0.3109349202087946,,,,
"K-Means (1, 1)",-0.2496007190484739,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",-0.4660554598435164,0.0760433933076439,-0.1088410784604257,0.5168419997650667,,,,
"K-Means (1, 1)",-0.3022846251147942,0.1181819592085275,-0.1969043081908305,0.561215422400918,,,,
"K-Means (1, 1)",0.0615269128430731,0.1189850633116454,-0.1970252379660874,0.2718814603635046,,,,
"K-Means (1, 1)",-0.3063512827529435,0.1181819592085275,-0.1969043081908305,0.561215422400918,,,,
"K-Means (1, 1)",-0.3539828896837578,0.1694674986550318,-0.1359469333157529,0.5096723788276669,,,,
"K-Means (1, 1)",-0.4456174138287638,0.0794193868870103,-0.099439225651898,0.6145595517481599,,,,
"K-Means (1, 1)",-0.2977444884504583,0.1939998663727913,-0.0980972265255978,0.6391966659670654,,,,
"K-Means (1, 1)",-0.3554618515640225,0.0345654963731307,-0.1420316948038716,0.6638610565190826,,,,
"K-Means (1, 1)",0.0320183780497125,0.1289562015237789,-0.2631735049002724,0.3216615046289869,,,,
"K-Means (1, 1)",0.060226082712126,0.1145985431951459,-0.0589950704470762,0.3243250644964998,,,,
"K-Means (1, 1)",-0.487730686885848,0.0689866404688718,-0.1346136611932337,0.5092680910738082,,,,
"K-Means (1, 1)",0.0555492303940671,0.1321566004673856,-0.2431939726094651,0.3536595776535777,,,,
"K-Means (1, 1)",-0.3060701557358274,0.1467365711458625,-0.1457062347413211,0.6058494663646112,,,,
"K-Means (1, 1)",-0.0023762298651278,0.1072925899183747,-0.1867728686610557,0.3162426591941476,,,,
"K-Means (1, 1)",-0.4719416336905895,0.1165446796358,-0.0846882920716018,0.6406661115930231,,,,
"K-Means (1, 1)",0.0299757463804452,0.1289562015237789,-0.2631735049002724,0.3216615046289869,,,,
"K-Means (1, 1)",0.0582067003223461,0.1189850633116454,-0.1999436009073813,0.2675418845592296,,,,
"K-Means (1, 1)",0.0710258409453231,0.1234308328945648,-0.217073416609121,0.3115432820719613,,,,
"K-Means (1, 1)",0.0393381323590889,0.1321566004673856,-0.2537352479890406,0.2961622903484303,,,,
"K-Means (1, 1)",0.0436350631203751,0.1289562015237789,-0.218547515091685,0.4100672172028802,,,,
"K-Means (1, 1)",0.0670485787083225,0.1148494925963099,-0.0504543559810981,0.2746584260335854,,,,
"K-Means (1, 1)",0.0508264019773604,0.0996616506137986,-0.0564567396872919,0.2367576855984411,,,,
"K-Means (1, 1)",-0.3022846251147942,0.1181819592085275,-0.1969043081908305,0.561215422400918,,,,
"K-Means (1, 1)",-0.4478436738031096,0.0982423775516839,-0.1111363752322128,0.4409048564617042,,,,
"K-Means (1, 1)",-0.3776622466206591,0.0736889812774848,-0.1231394900048878,0.4416782177424285,,,,
"K-Means (1, 1)",-0.5332691330001937,0.1605000862654372,-0.0711619488057242,0.5878172138570316,,,,
"K-Means (1, 1)",0.0311540837938791,0.1289562015237789,-0.248197964996407,0.3277093440922527,,,,
"K-Means (1, 1)",0.0060567620159766,0.1255994857972342,-0.2511031107616849,0.348282605467117,,,,
"K-Means (1, 1)",-0.3098031875031001,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",0.0141719060104256,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",0.0095970915997045,0.1355254123898913,-0.2412575101462127,0.2945052284471264,,,,
"K-Means (1, 1)",-0.3537871531504686,0.0751595121311793,-0.1068751806946608,0.4907272506880458,,,,
"K-Means (1, 1)",-0.3134923935004588,0.117149325537971,-0.1125105321765679,0.5942493143360956,,,,
"K-Means (1, 1)",-0.2957377495936547,0.0785420053067427,-0.2114654394890507,0.5439705619290315,,,,
"K-Means (1, 1)",-0.4387627972956258,0.1286071532187653,-0.0818122186726386,0.6265541161294099,,,,
"K-Means (1, 1)",0.0051027009325141,0.1355254123898913,-0.2390025307022129,0.2529642212466763,,,,
"K-Means (1, 1)",-0.2186704875482413,0.0399643604131633,-0.174107020814397,0.458425341240225,,,,
"K-Means (1, 1)",0.0299757463804452,0.1289562015237789,-0.2631735049002724,0.3216615046289869,,,,
"K-Means (1, 1)",0.0390534751311137,0.1321566004673856,-0.2537352479890406,0.2961622903484303,,,,
"K-Means (1, 1)",-0.2182658993108382,0.0472043977438109,-0.1853207776527233,0.4760758144229614,,,,
"K-Means (1, 1)",-0.4060972318459676,0.0479197295049648,-0.1194234935904327,0.4033617531584721,,,,
"K-Means (1, 1)",-0.3878604023725759,0.0865053634889074,-0.1062812920450885,0.444288005354945,,,,
"K-Means (1, 1)",-0.3277705196828467,0.1834246016794131,-0.1038356097024814,0.6246163368480625,,,,
"K-Means (1, 1)",-0.2878843294578989,0.1939998663727913,-0.0978058839307757,0.6545589685995322,,,,
"K-Means (1, 1)",-0.2973416991754021,0.1889465500088703,-0.1078021930541571,0.5932073721815401,,,,
"K-Means (1, 1)",-0.3636845303748112,0.0874891884234747,-0.1500533365486294,0.4509810308474112,,,,
"K-Means (1, 1)",-0.0122186018239526,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.4430950891173344,0.0794193868870103,-0.099439225651898,0.6145595517481599,,,,
"K-Means (1, 1)",0.024198919400438,0.1102295500930801,-0.1172375713631539,0.214770199572788,,,,
"K-Means (1, 1)",-0.3950276970947831,0.0703358269233289,-0.1096806954038476,0.4969930144753313,,,,
"K-Means (1, 1)",-0.4073486570069127,0.1102008989833296,-0.1128329816372104,0.6263550808260152,,,,
"K-Means (1, 1)",-0.0102317046076146,0.1323579053670208,-0.2446991309393888,0.2843918259283255,,,,
"K-Means (1, 1)",-0.4410204904913959,0.0794193868870103,-0.099439225651898,0.6145595517481599,,,,
"K-Means (1, 1)",-0.0170141805511319,0.0712326798852331,-0.1412253785312489,0.3401196331588443,,,,
"K-Means (1, 1)",-0.3075136895985554,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",0.0569615013956602,0.1260638681300925,-0.2259223596718312,0.3634216702194272,,,,
"K-Means (1, 1)",-0.3604495435983481,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",-0.3224869247722486,0.0848891814006444,-0.1450759558411013,0.4275163647338158,,,,
"K-Means (1, 1)",-0.3775189856260296,0.0553334881830699,-0.1347098598766653,0.5566824650729908,,,,
"K-Means (1, 1)",0.0577614604289367,0.1118031866960376,-0.07701268763988,0.3304847658087754,,,,
"K-Means (1, 1)",0.0334893950241871,0.1069738076551072,-0.1573887278403367,0.2176398815988999,,,,
"K-Means (1, 1)",-0.2772921582797634,0.0365207396301822,-0.1847611664242411,0.4148708675621383,,,,
"K-Means (1, 1)",0.0167473394667097,0.1628559201449533,-0.0973420075616423,0.2865970152396588,,,,
"K-Means (1, 1)",-0.4525623895565223,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",-0.457061207925534,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",0.0704785663456497,0.1234308328945648,-0.217073416609121,0.3115432820719613,,,,
"K-Means (1, 1)",-0.3713730968682775,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.0014136083831428,0.108602886639092,-0.1301503473899039,0.2461791280984617,,,,
"K-Means (1, 1)",-0.3966432504177755,0.1233872365906635,-0.1016815831833797,0.6622639478871998,,,,
"K-Means (1, 1)",0.0338750409779853,0.1069738076551072,-0.1573887278403367,0.2176398815988999,,,,
"K-Means (1, 1)",0.0306858518928945,0.1355254123898913,-0.2053506269278737,0.2799104442421259,,,,
"K-Means (1, 1)",-0.4478436738031096,0.0982423775516839,-0.1111363752322128,0.4409048564617042,,,,
"K-Means (1, 1)",-0.1023006430338317,0.0226368291310456,-0.1510755736575717,0.4718093151964531,,,,
"K-Means (1, 1)",-0.456652120581338,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",-0.2924049350032816,0.1140362985103868,-0.1151097173967832,0.6030704773149953,,,,
"K-Means (1, 1)",-0.284534144883778,0.1889465500088703,-0.1078021930541571,0.5932073721815401,,,,
"K-Means (1, 1)",0.0278127552652909,0.1289562015237789,-0.2444911360797688,0.3261179689547567,,,,
"K-Means (1, 1)",0.0158129962331281,0.1135802565018994,-0.0667997142557357,0.2909274205521186,,,,
"K-Means (1, 1)",-0.4247824672514446,0.103648621451959,-0.0921656200129822,0.4824965357170772,,,,
"K-Means (1, 1)",-0.0122186018239526,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",0.0978007663433627,0.1130328702347586,-0.1778650013991339,0.3504745071200716,,,,
"K-Means (1, 1)",0.1002946801281554,0.1130328702347586,-0.1778650013991339,0.3504745071200716,,,,
"K-Means (1, 1)",-0.3807678557726976,0.0485816076919678,-0.140669986981936,0.5576788501534802,,,,
"K-Means (1, 1)",-0.3775189856260296,0.0553334881830699,-0.1347098598766653,0.5566824650729908,,,,
"K-Means (1, 1)",0.063874099709547,0.1171023922896724,-0.191370006693851,0.3144058118670401,,,,
"K-Means (1, 1)",-0.3022599631906363,0.0852513984725821,-0.1434400694849526,0.4498691683045767,,,,
"K-Means (1, 1)",0.0548749454927231,0.1260638681300925,-0.2259223596718312,0.3634216702194272,,,,
"K-Means (1, 1)",-0.273676930086614,0.0882057720353099,-0.1789269048631186,0.5442152907941865,,,,
"K-Means (1, 1)",-0.4564043127142415,0.0792559219400322,-0.1384857380624046,0.5060136607191068,,,,
"K-Means (1, 1)",-0.383855949296398,0.1993070650614969,-0.1048018309248162,0.6274589918235909,,,,
"K-Means (1, 1)",0.0547486846768781,0.1321566004673856,-0.2446840599957881,0.3280483483153117,,,,
"K-Means (1, 1)",0.0394609627829687,0.1028569043009897,-0.0611633015417753,0.2399128838671084,,,,
"K-Means (1, 1)",-0.4958527903242872,0.1874676330395801,-0.0436288000645715,0.598054923242371,,,,
"K-Means (1, 1)",0.067142211142311,0.1171023922896724,-0.1770185901769914,0.2659420201067838,,,,
"K-Means (1, 1)",-0.3235516316268004,0.0939869916124179,-0.1518499840805702,0.4773493365047929,,,,
"K-Means (1, 1)",0.0393381323590889,0.1321566004673856,-0.2537352479890406,0.2961622903484303,,,,
"K-Means (1, 1)",-0.3075136895985554,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",-0.2919110765581481,0.1140362985103868,-0.1151097173967832,0.6030704773149953,,,,
"K-Means (1, 1)",-0.3502342956501959,0.1778966068200953,-0.113035567553631,0.541567632978267,,,,
"K-Means (1, 1)",-0.4542917081349571,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",-0.3460621092274809,0.0699537428782034,-0.1232803412626943,0.4884797721393694,,,,
"K-Means (1, 1)",0.009797068317818,0.1226126200739843,-0.2457996051059225,0.3398073450949259,,,,
"K-Means (1, 1)",-0.3235516316268004,0.0939869916124179,-0.1518499840805702,0.4773493365047929,,,,
"K-Means (1, 1)",0.0436350631203751,0.1289562015237789,-0.218547515091685,0.4100672172028802,,,,
"K-Means (1, 1)",-0.4188174364891599,0.0866467194682538,-0.1502583206767449,0.4483088966558698,,,,
"K-Means (1, 1)",-0.2182658993108382,0.0472043977438109,-0.1853207776527233,0.4760758144229614,,,,
"K-Means (1, 1)",0.0673626235082249,0.1234308328945648,-0.217073416609121,0.3115432820719613,,,,
"K-Means (1, 1)",-0.3917594272524251,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",-0.4672240742526749,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",-0.3776622466206591,0.0736889812774848,-0.1231394900048878,0.4416782177424285,,,,
"K-Means (1, 1)",-0.4651780366284102,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",-0.294536208754215,0.1939998663727913,-0.0978058839307757,0.6545589685995322,,,,
"K-Means (1, 1)",0.0373075576028663,0.0935027811691213,-0.0616439422079427,0.2344143821992172,,,,
"K-Means (1, 1)",0.0372266943972215,0.1260638681300925,-0.2150307767647654,0.3031035176970099,,,,
"K-Means (1, 1)",-0.3251471291945471,0.1091976406869624,-0.0989293608858718,0.5986350676098435,,,,
"K-Means (1, 1)",-0.3422915090057828,0.1778966068200953,-0.113035567553631,0.541567632978267,,,,
"K-Means (1, 1)",-0.4472713017954542,0.1102008989833296,-0.1270499263482426,0.51629997786858,,,,
"K-Means (1, 1)",-0.2958705984010417,0.1939998663727913,-0.0978058839307757,0.6545589685995322,,,,
"K-Means (1, 1)",0.0436350631203751,0.1289562015237789,-0.218547515091685,0.4100672172028802,,,,
"K-Means (1, 1)",-0.4603334986324447,0.0983032650253729,-0.0839663470691889,0.4366233410573016,,,,
"K-Means (1, 1)",-0.3640789726162283,0.0891336712878735,-0.146348424474407,0.4513943083666533,,,,
"K-Means (1, 1)",-0.4001753502414804,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",-0.2532498236392837,0.1753188036107777,-0.2352029172880582,0.6252147831736163,,,,
"K-Means (1, 1)",0.0177268490420653,0.1628559201449533,-0.0973420075616423,0.2865970152396588,,,,
"K-Means (1, 1)",-0.0170141805511319,0.0712326798852331,-0.1412253785312489,0.3401196331588443,,,,
"K-Means (1, 1)",-0.3947944456668896,0.0960925467717321,-0.1324108244368231,0.479052237462029,,,,
"K-Means (1, 1)",-0.2191576710301568,0.081906719792829,-0.1464482218318835,0.6398429833220066,,,,
"K-Means (1, 1)",-0.4438333272130527,0.0689866404688718,-0.1188284606111426,0.5795311428910054,,,,
"K-Means (1, 1)",-0.4991560754105408,0.1792442647206768,-0.0430344246607154,0.5961488823238847,,,,
"K-Means (1, 1)",-0.2900309823205688,0.1140362985103868,-0.1151097173967832,0.6030704773149953,,,,
"K-Means (1, 1)",-0.3917594272524251,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",-0.4438498250064082,0.22209424109244,-0.0766309819954866,0.6330024051540891,,,,
"K-Means (1, 1)",-0.4603594007437143,0.0775323599949832,-0.1325482856306746,0.5154355234208712,,,,
"K-Means (1, 1)",0.017118799277274,0.1321566004673856,-0.2694674197016675,0.3064978729924305,,,,
"K-Means (1, 1)",0.0702539325140022,0.1118031866960376,-0.0741036605138102,0.358764312814447,,,,
"K-Means (1, 1)",0.0610344338091255,0.1145985431951459,-0.0589950704470762,0.3243250644964998,,,,
"K-Means (1, 1)",-0.0133808438552068,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.0111620971176034,0.107932452429486,-0.1408986556947829,0.2152078246822014,,,,
"K-Means (1, 1)",0.0443407573169655,0.1355254123898913,-0.2296232249295033,0.4203657311296996,,,,
"K-Means (1, 1)",-0.3730024591419128,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.3558376539890749,0.0699537428782034,-0.1232803412626943,0.4884797721393694,,,,
"K-Means (1, 1)",0.0917885679660795,0.1321566004673856,-0.1931488395315205,0.2856261941264125,,,,
"K-Means (1, 1)",0.0289189441605215,0.1289562015237789,-0.2498985410822658,0.3238521781415538,,,,
"K-Means (1, 1)",-0.2989292401169694,0.1939998663727913,-0.0980972265255978,0.6391966659670654,,,,
"K-Means (1, 1)",-0.3194463755601157,0.1532245199171565,-0.1453612255014194,0.5950728787997851,,,,
"K-Means (1, 1)",0.063874099709547,0.1171023922896724,-0.191370006693851,0.3144058118670401,,,,
"K-Means (1, 1)",0.0156529635913382,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",-0.3669838584512811,0.0674454998054366,-0.0374236518098729,0.526688185625438,,,,
"K-Means (1, 1)",-0.0526705083765643,0.0359488110486364,-0.1162081067592036,0.4782650746298689,,,,
"K-Means (1, 1)",-0.0241474390832085,0.119885036736483,-0.2164575384992554,0.2315412327087187,,,,
"K-Means (1, 1)",0.0132416548555865,0.1355254123898913,-0.2707150120470972,0.3048183993977545,,,,
"K-Means (1, 1)",-0.4603334986324447,0.0983032650253729,-0.0839663470691889,0.4366233410573016,,,,
"K-Means (1, 1)",0.0229906262885997,0.1102295500930801,-0.1172375713631539,0.214770199572788,,,,
"K-Means (1, 1)",-0.2933711195596857,0.077409459955717,-0.2084996479803287,0.5301532315059165,,,,
"K-Means (1, 1)",0.0303007254891632,0.1355254123898913,-0.2053506269278737,0.2799104442421259,,,,
"K-Means (1, 1)",-0.0014448736595633,0.1008746575392748,-0.1262245762538717,0.2427970779402397,,,,
"K-Means (1, 1)",0.0809458544442131,0.1234308328945648,-0.1993148399945135,0.3650726308150392,,,,
"K-Means (1, 1)",0.0377951423770991,0.1089141726161417,-0.1931043021280134,0.3099953465876214,,,,
"K-Means (1, 1)",-0.3232866909176426,0.0839920148888345,-0.150608061963756,0.4872818275096195,,,,
"K-Means (1, 1)",-0.0111963022223441,0.107932452429486,-0.1404229512339495,0.2210842969781678,,,,
"K-Means (1, 1)",-0.4062484843250372,0.0479197295049648,-0.1194234935904327,0.4033617531584721,,,,
"K-Means (1, 1)",-0.3243767307744917,0.1083653467662866,-0.0976096290450834,0.6079686775016973,,,,
"K-Means (1, 1)",0.0569678627787444,0.1265552305893132,-0.2260363520088908,0.3628846136604399,,,,
"K-Means (1, 1)",-0.0103877306132081,0.1174184055683183,-0.2239841965321904,0.261923988483187,,,,
"K-Means (1, 1)",0.0134628760439143,0.1078912681769178,-0.1641657010406369,0.2024924056434942,,,,
"K-Means (1, 1)",0.0551241397491774,0.1260638681300925,-0.2259223596718312,0.3634216702194272,,,,
"K-Means (1, 1)",-0.2680940209383778,0.0882057720353099,-0.1789269048631186,0.5442152907941865,,,,
"K-Means (1, 1)",-0.3120333283091407,0.1122609420556386,-0.1623952166237937,0.3831045431650809,,,,
"K-Means (1, 1)",-0.2636535765129416,0.1083086762173123,-0.1975904001364068,0.6102178560657145,,,,
"K-Means (1, 1)",-0.0129526327706686,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.3742319823543818,0.0485816076919678,-0.140669986981936,0.5576788501534802,,,,
"K-Means (1, 1)",-0.4565991924046828,0.0775323599949832,-0.1325482856306746,0.5154355234208712,,,,
"K-Means (1, 1)",0.0329618077080246,0.1289562015237789,-0.2331126660237973,0.2943924202357174,,,,
"K-Means (1, 1)",-0.0122186018239526,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.0128487379854315,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.3278180701698357,0.1834246016794131,-0.1038356097024814,0.6246163368480625,,,,
"K-Means (1, 1)",-0.3418170437400957,0.1735822397882824,-0.1310443381946996,0.5418068676940553,,,,
"K-Means (1, 1)",-0.4121474575152976,0.1233872365906635,-0.1020296720342415,0.6258155098957052,,,,
"K-Means (1, 1)",0.0306858518928945,0.1355254123898913,-0.2053506269278737,0.2799104442421259,,,,
"K-Means (1, 1)",0.0337776177410869,0.0946347711149667,-0.0537503495469336,0.1987037547496892,,,,
"K-Means (1, 1)",-0.2655906659361873,0.1083086762173123,-0.1975904001364068,0.6102178560657145,,,,
"K-Means (1, 1)",0.0335180117845592,0.1355254123898913,-0.2114030724995469,0.3358081128482374,,,,
"K-Means (1, 1)",0.0978007663433627,0.1130328702347586,-0.1778650013991339,0.3504745071200716,,,,
"K-Means (1, 1)",-0.3771008903786996,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.3056212823599261,0.0883983967995232,-0.0875547742146804,0.5447825610084708,,,,
"K-Means (1, 1)",-0.4571993047908594,0.0689866404688718,-0.1188284606111426,0.5795311428910054,,,,
"K-Means (1, 1)",-0.4390603292532419,0.0925753043154812,-0.1392536061432047,0.5408113513001278,,,,
"K-Means (1, 1)",-0.4176645961875169,0.1182259657957763,-0.1062218702897146,0.624543724836624,,,,
"K-Means (1, 1)",0.0060567620159766,0.1255994857972342,-0.2511031107616849,0.348282605467117,,,,
"K-Means (1, 1)",0.0596927104969688,0.1118031866960376,-0.07701268763988,0.3304847658087754,,,,
"K-Means (1, 1)",0.0698039010224931,0.1210587033310666,-0.2166394177208978,0.310233330439786,,,,
"K-Means (1, 1)",0.0530729870193084,0.0996616506137986,-0.0564567396872919,0.2367576855984411,,,,
"K-Means (1, 1)",0.0125468513864848,0.1355254123898913,-0.2268344026483711,0.2571018648430531,,,,
"K-Means (1, 1)",-0.3648928878095976,0.0874891884234747,-0.1500533365486294,0.4509810308474112,,,,
"K-Means (1, 1)",0.0339868432143559,0.0946347711149667,-0.0537503495469336,0.1987037547496892,,,,
"K-Means (1, 1)",-0.4634536175067608,0.1054129069106237,-0.0460409891769305,0.5545423856829534,,,,
"K-Means (1, 1)",-0.3625887938633367,0.0874891884234747,-0.1500533365486294,0.4509810308474112,,,,
"K-Means (1, 1)",-0.44648868362558,0.0689866404688718,-0.1188284606111426,0.5795311428910054,,,,
"K-Means (1, 1)",-0.4211936573228049,0.1073043220378598,-0.0966495127695791,0.6091120901878438,,,,
"K-Means (1, 1)",-0.3897961668855016,0.0865053634889074,-0.1062812920450885,0.444288005354945,,,,
"K-Means (1, 1)",-0.4509863079029962,0.1994921076637367,-0.0697167515779064,0.6344097915199581,,,,
"K-Means (1, 1)",-0.3677515533752125,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.3936613551890939,0.0960925467717321,-0.1324108244368231,0.479052237462029,,,,
"K-Means (1, 1)",-0.4486133057190331,0.0982423775516839,-0.1111363752322128,0.4409048564617042,,,,
"K-Means (1, 1)",0.0628992811420643,0.1171023922896724,-0.191370006693851,0.3144058118670401,,,,
"K-Means (1, 1)",0.0344994785842654,0.1355254123898913,-0.2114030724995469,0.3358081128482374,,,,
"K-Means (1, 1)",-0.3075136895985554,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",0.0706471794611308,0.1118031866960376,-0.0741036605138102,0.358764312814447,,,,
"K-Means (1, 1)",-0.4066682230061104,0.0703358269233289,-0.1096806954038476,0.4969930144753313,,,,
"K-Means (1, 1)",-0.0179130281671539,0.0712326798852331,-0.1412253785312489,0.3401196331588443,,,,
"K-Means (1, 1)",0.0156529635913382,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",-0.3120333283091407,0.1122609420556386,-0.1623952166237937,0.3831045431650809,,,,
"K-Means (1, 1)",-0.3961548408982369,0.1233872365906635,-0.1016815831833797,0.6622639478871998,,,,
"K-Means (1, 1)",-0.5171788125896218,0.0857712192655314,-0.0850263758750211,0.5153539615791854,,,,
"K-Means (1, 1)",-0.0076947301168966,0.1323579053670208,-0.2353923358038094,0.2846219297149902,,,,
"K-Means (1, 1)",-0.4402366393569917,0.1286071532187653,-0.0807811892843953,0.637627090650277,,,,
"K-Means (1, 1)",-0.31391698093564,0.117149325537971,-0.1125105321765679,0.5942493143360956,,,,
"K-Means (1, 1)",0.039619067313566,0.1321566004673856,-0.2537352479890406,0.2961622903484303,,,,
"K-Means (1, 1)",-0.434945038065006,0.103648621451959,-0.0921656200129822,0.4824965357170772,,,,
"K-Means (1, 1)",0.0051027009325141,0.1355254123898913,-0.2390025307022129,0.2529642212466763,,,,
"K-Means (1, 1)",0.0569678627787444,0.1265552305893132,-0.2260363520088908,0.3628846136604399,,,,
"K-Means (1, 1)",-0.0129526327706686,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",-0.3178473500566138,0.0883983967995232,-0.0856571789898842,0.5421257906698507,,,,
"K-Means (1, 1)",0.0814526199831049,0.1260638681300925,-0.1979403495316423,0.3661434337011912,,,,
"K-Means (1, 1)",-0.2905772088079026,0.1889465500088703,-0.1078021930541571,0.5932073721815401,,,,
"K-Means (1, 1)",-0.3022599631906363,0.0852513984725821,-0.1434400694849526,0.4498691683045767,,,,
"K-Means (1, 1)",0.0523985301789578,0.1321566004673856,-0.2431939726094651,0.3536595776535777,,,,
"K-Means (1, 1)",0.0289189441605215,0.1289562015237789,-0.2498985410822658,0.3238521781415538,,,,
"K-Means (1, 1)",-0.4561234006856483,0.0932625630060407,-0.0456118686706128,0.5447724930598518,,,,
"K-Means (1, 1)",-0.307035002268307,0.0784383628574199,-0.2071867775434025,0.5396784763337135,,,,
"K-Means (1, 1)",-0.368385206074108,0.0751595121311793,-0.1068751806946608,0.4907272506880458,,,,
"K-Means (1, 1)",0.0444070510688384,0.1289562015237789,-0.218547515091685,0.4100672172028802,,,,
"K-Means (1, 1)",-0.3105070066474573,0.1654597735452716,-0.0964429900495349,0.597618518505938,,,,
"K-Means (1, 1)",-0.1048691681627447,0.0354349975953835,-0.0955550248029255,0.4744393020961892,,,,
"K-Means (1, 1)",-0.5018116938656526,0.0978111374762932,-0.0542906687863712,0.4242023128246218,,,,
"K-Means (1, 1)",-0.4211936573228049,0.1073043220378598,-0.0966495127695791,0.6091120901878438,,,,
"K-Means (1, 1)",0.0156459676331775,0.119885036736483,-0.2261714484871,0.282372607955721,,,,
"K-Means (1, 1)",0.0565954160856089,0.1189850633116454,-0.1999436009073813,0.2675418845592296,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",-0.3917594272524251,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",-0.3200656035161937,0.0677806892523827,-0.1552343004207776,0.4430520856992126,,,,
"K-Means (1, 1)",-0.3971683942221728,0.1233872365906635,-0.1016815831833797,0.6622639478871998,,,,
"K-Means (1, 1)",-0.4806102174244712,0.1165446796358,-0.0846882920716018,0.6406661115930231,,,,
"K-Means (1, 1)",-0.4224977223679698,0.1278941163421395,-0.17680762620611,0.6309149442100305,,,,
"K-Means (1, 1)",0.0288320589539183,0.1289562015237789,-0.2444911360797688,0.3261179689547567,,,,
"K-Means (1, 1)",-0.3730024591419128,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.3565282947986883,0.0699537428782034,-0.1232803412626943,0.4884797721393694,,,,
"K-Means (1, 1)",0.0372266943972215,0.1260638681300925,-0.2150307767647654,0.3031035176970099,,,,
"K-Means (1, 1)",-0.4285618859856988,0.0746530733165357,-0.0883871483955763,0.4063561868163499,,,,
"K-Means (1, 1)",-0.2900309823205688,0.1140362985103868,-0.1151097173967832,0.6030704773149953,,,,
"K-Means (1, 1)",-0.4396022807503634,0.109790594522116,-0.1276599935698745,0.5144004108516286,,,,
"K-Means (1, 1)",-0.2496007190484739,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",-0.4885012764675058,0.1743041511107326,-0.0322867984147797,0.6798393467155261,,,,
