Method,Density,Voronoi,Moran,Local Balance,score_0_0,IB_value,SBLB_value,method
"K-Means (1, 1)",-0.3305944326034251,0.0839920148888345,-0.150608061963756,0.4872818275096195,,,,
"K-Means (1, 1)",-0.312858352362246,0.1655806422030464,-0.0992812753816721,0.5964041411893143,,,,
"K-Means (1, 1)",-0.0173584280513949,0.0712326798852331,-0.1422609480911569,0.3415198252940311,,,,
"K-Means (1, 1)",0.0051027009325141,0.1355254123898913,-0.2390025307022129,0.2529642212466763,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",-0.3213532693174314,0.0796377629574985,-0.1506775012518977,0.4377725464965454,,,,
"K-Means (1, 1)",-0.4211348468968306,0.0482040479780952,-0.077725145799241,0.4110447709422027,,,,
"K-Means (1, 1)",0.0623275885195438,0.1171023922896724,-0.191370006693851,0.3144058118670401,,,,
"K-Means (1, 1)",-0.3098031875031001,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",-0.1023006430338317,0.0226368291310456,-0.1510755736575717,0.4718093151964531,,,,
"K-Means (1, 1)",0.0731713875092928,0.1171023922896724,-0.1691477953261669,0.2734891344961006,,,,
"K-Means (1, 1)",-0.4351470751857144,0.1226880382204381,-0.0983771273546446,0.5499408967908598,,,,
"K-Means (1, 1)",0.0260986088154261,0.1355254123898913,-0.2114712830095579,0.3043407350885951,,,,
"K-Means (1, 1)",-0.5024649669188308,0.0974059592538147,-0.0597580524963528,0.4498989768656594,,,,
"K-Means (1, 1)",-0.0004906013068623,0.108602886639092,-0.1301503473899039,0.2461791280984617,,,,
"K-Means (1, 1)",-0.4215453850365196,0.1278941163421395,-0.17680762620611,0.6309149442100305,,,,
"K-Means (1, 1)",0.0183643034372163,0.1628559201449533,-0.0963434497590986,0.213726573045049,,,,
"K-Means (1, 1)",0.0379195411563624,0.1321566004673856,-0.2502630829300911,0.3109349202087946,,,,
"K-Means (1, 1)",0.1002854470201358,0.1130328702347586,-0.1778650013991339,0.3504745071200716,,,,
"K-Means (1, 1)",-0.4559223371778752,0.1070336836785416,-0.0789270229571939,0.6383101992508319,,,,
"K-Means (1, 1)",-0.4501709254479346,0.1070336836785416,-0.0789270229571939,0.6383101992508319,,,,
"K-Means (1, 1)",-0.296431114583169,0.1140362985103868,-0.1151097173967832,0.6030704773149953,,,,
"K-Means (1, 1)",0.0373450471770915,0.0935027811691213,-0.0616439422079427,0.2344143821992172,,,,
"K-Means (1, 1)",-0.4063445338490515,0.1233872365906635,-0.1016815831833797,0.6622639478871998,,,,
"K-Means (1, 1)",0.0256498706485227,0.1078912681769178,-0.1518028747693242,0.2170665715393703,,,,
"K-Means (1, 1)",-0.3865967915409956,0.0870939868503964,-0.104432985675517,0.5253321161528819,,,,
"K-Means (1, 1)",-0.3604495435983481,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",0.0704785663456497,0.1234308328945648,-0.217073416609121,0.3115432820719613,,,,
"K-Means (1, 1)",0.0789916085196181,0.1289562015237789,-0.2025023068325905,0.3610225915340455,,,,
"K-Means (1, 1)",-0.2479706793377576,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",0.0342012768967592,0.0946347711149667,-0.0537503495469336,0.1987037547496892,,,,
"K-Means (1, 1)",-0.0170141805511319,0.0712326798852331,-0.1412253785312489,0.3401196331588443,,,,
"K-Means (1, 1)",0.0665572085030168,0.1171023922896724,-0.1770185901769914,0.2659420201067838,,,,
"K-Means (1, 1)",0.0012837028720193,0.1108455307549046,-0.1217290324825026,0.219590449389397,,,,
"K-Means (1, 1)",0.0380876042565692,0.1260638681300925,-0.2150307767647654,0.3031035176970099,,,,
"K-Means (1, 1)",-0.5187834061470276,0.0857712192655314,-0.0850263758750211,0.5153539615791854,,,,
"K-Means (1, 1)",-0.4387627972956258,0.1286071532187653,-0.0818122186726386,0.6265541161294099,,,,
"K-Means (1, 1)",-0.3060701557358274,0.1467365711458625,-0.1457062347413211,0.6058494663646112,,,,
"K-Means (1, 1)",0.0393381323590889,0.1321566004673856,-0.2537352479890406,0.2961622903484303,,,,
"K-Means (1, 1)",-0.5024649669188308,0.0974059592538147,-0.0597580524963528,0.4498989768656594,,,,
"K-Means (1, 1)",0.0153296842256167,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",0.0831573199722061,0.1260638681300925,-0.1979403495316423,0.3661434337011912,,,,
"K-Means (1, 1)",0.0063217441974382,0.1355254123898913,-0.2390025307022129,0.2529642212466763,,,,
"K-Means (1, 1)",-0.457061207925534,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",0.0332324957952077,0.1289562015237789,-0.2631735049002724,0.3216615046289869,,,,
"K-Means (1, 1)",-0.4607341936179925,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",-0.4564043127142415,0.0792559219400322,-0.1384857380624046,0.5060136607191068,,,,
"K-Means (1, 1)",-0.3642370115730807,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",-0.407495633058862,0.0480952834978205,-0.1054798172383187,0.4050140132936181,,,,
"K-Means (1, 1)",-0.4434227837198029,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",-0.2842270603869593,0.0359694488860401,-0.1486404049441552,0.6320965601431479,,,,
"K-Means (1, 1)",-0.271929951189622,0.110934519966553,-0.2035059638262832,0.5741368915524487,,,,
"K-Means (1, 1)",-0.4237059731186103,0.1278941163421395,-0.17680762620611,0.6309149442100305,,,,
"K-Means (1, 1)",-0.2582228973625391,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",0.0536934702897564,0.1289562015237789,-0.2235701397776961,0.3727877026866088,,,,
"K-Means (1, 1)",-0.2582228973625391,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",-0.4665646127866308,0.0964531949731286,-0.042054183758249,0.5064526421743911,,,,
"K-Means (1, 1)",-0.0017447493082164,0.1008746575392748,-0.1244921046948517,0.2473291540388199,,,,
"K-Means (1, 1)",-0.456652120581338,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",0.0153296842256167,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",-0.2912313148469197,0.1939998663727913,-0.0980972265255978,0.6391966659670654,,,,
"K-Means (1, 1)",0.0022228651053369,0.1108455307549046,-0.1248100298493153,0.2198372998999328,,,,
"K-Means (1, 1)",-0.3075136895985554,0.1206585900137408,-0.1131299182560872,0.6147779140235345,,,,
"K-Means (1, 1)",-0.3525079819246189,0.0674454998054366,-0.0374236518098729,0.526688185625438,,,,
"K-Means (1, 1)",0.052366631571893,0.1210587033310666,-0.2109046884398055,0.2685159798167408,,,,
"K-Means (1, 1)",-0.4942079990126953,0.1743041511107326,-0.0322867984147797,0.6798393467155261,,,,
"K-Means (1, 1)",0.0314921953518262,0.1289562015237789,-0.2448868148673435,0.3281275074851658,,,,
"K-Means (1, 1)",0.0294660399010473,0.1289562015237789,-0.2448868148673435,0.3281275074851658,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",-0.3207430797684932,0.1654597735452716,-0.0964429900495349,0.597618518505938,,,,
"K-Means (1, 1)",-0.4565991924046828,0.0775323599949832,-0.1325482856306746,0.5154355234208712,,,,
"K-Means (1, 1)",0.0503853605666225,0.1210587033310666,-0.2109046884398055,0.2685159798167408,,,,
"K-Means (1, 1)",-0.3768070070876013,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",0.0602275676683395,0.1118031866960376,-0.07701268763988,0.3304847658087754,,,,
"K-Means (1, 1)",-0.4137489431339733,0.0628073188635361,-0.0971206754948561,0.5700086132209632,,,,
"K-Means (1, 1)",-0.323773825510707,0.1532245199171565,-0.1453612255014194,0.5950728787997851,,,,
"K-Means (1, 1)",0.0306858518928945,0.1355254123898913,-0.2053506269278737,0.2799104442421259,,,,
"K-Means (1, 1)",-0.5027513045510733,0.0969382277224869,-0.042512658211766,0.4933913741160415,,,,
"K-Means (1, 1)",0.060226082712126,0.1145985431951459,-0.0589950704470762,0.3243250644964998,,,,
"K-Means (1, 1)",-0.3206649980647146,0.1858788694878926,-0.1021773079940172,0.6248872826010058,,,,
"K-Means (1, 1)",-0.3597079752666906,0.3050111188042864,-0.1076277210548726,0.5644120399890491,,,,
"K-Means (1, 1)",-0.3022846251147942,0.1181819592085275,-0.1969043081908305,0.561215422400918,,,,
"K-Means (1, 1)",-0.4969672692055382,0.1743041511107326,-0.0382020309115815,0.5941770293362157,,,,
"K-Means (1, 1)",0.0602275676683395,0.1118031866960376,-0.07701268763988,0.3304847658087754,,,,
"K-Means (1, 1)",0.0721231562634849,0.1171023922896724,-0.1865853146949606,0.3256366352072703,,,,
"K-Means (1, 1)",-0.2636535765129416,0.1083086762173123,-0.1975904001364068,0.6102178560657145,,,,
"K-Means (1, 1)",-0.3730024591419128,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.457061207925534,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",0.0147355639408126,0.1321566004673856,-0.2694674197016675,0.3064978729924305,,,,
"K-Means (1, 1)",-0.3295045337963811,0.1834246016794131,-0.1038356097024814,0.6246163368480625,,,,
"K-Means (1, 1)",-0.4438498250064082,0.22209424109244,-0.0766309819954866,0.6330024051540891,,,,
"K-Means (1, 1)",-0.0084861579514319,0.1323579053670208,-0.2353923358038094,0.2846219297149902,,,,
"K-Means (1, 1)",-0.3917594272524251,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",0.0383978905577008,0.099636215252727,-0.0608570874887604,0.2377962530804584,,,,
"K-Means (1, 1)",-0.4237059731186103,0.1278941163421395,-0.17680762620611,0.6309149442100305,,,,
"K-Means (1, 1)",0.0153858438318242,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",-0.4266009983271049,0.109790594522116,-0.1276599935698745,0.5144004108516286,,,,
"K-Means (1, 1)",-0.4434227837198029,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",0.0044359227541635,0.1355254123898913,-0.2601087517688739,0.3431745584448947,,,,
"K-Means (1, 1)",-0.5296796660918263,0.1597226729761836,-0.0292170933186241,0.5744927150562412,,,,
"K-Means (1, 1)",-0.4066622406733966,0.0628073188635361,-0.1291379465881301,0.5676896640809144,,,,
"K-Means (1, 1)",-0.3213532693174314,0.0796377629574985,-0.1506775012518977,0.4377725464965454,,,,
"K-Means (1, 1)",0.1008910383185474,0.1130328702347586,-0.172916688847942,0.3755250599380566,,,,
"K-Means (1, 1)",-0.4133228049441401,0.1233872365906635,-0.1020296720342415,0.6258155098957052,,,,
"K-Means (1, 1)",0.0534142885818556,0.0996616506137986,-0.0564567396872919,0.2367576855984411,,,,
"K-Means (1, 1)",0.0857461310263582,0.1234811910387503,-0.1674881837216261,0.2741495424171821,,,,
"K-Means (1, 1)",-0.458620374083813,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",-0.292661676408012,0.0359694488860401,-0.1486404049441552,0.6320965601431479,,,,
"K-Means (1, 1)",-0.4080608787773314,0.0628073188635361,-0.0971206754948561,0.5700086132209632,,,,
"K-Means (1, 1)",-0.4736038442389908,0.1165446796358,-0.0846882920716018,0.6406661115930231,,,,
"K-Means (1, 1)",0.0638925587577504,0.1171023922896724,-0.1770185901769914,0.2659420201067838,,,,
"K-Means (1, 1)",-0.0986749680475804,0.0354349975953835,-0.0955550248029255,0.4744393020961892,,,,
"K-Means (1, 1)",0.0163495829693667,0.1135802565018994,-0.0667997142557357,0.2909274205521186,,,,
"K-Means (1, 1)",-0.3766196532280713,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",-0.0545985341865703,0.0359488110486364,-0.1114733538155787,0.4797317052478608,,,,
"K-Means (1, 1)",-0.4136495403190758,0.0628073188635361,-0.1291379465881301,0.5676896640809144,,,,
"K-Means (1, 1)",0.0375396927254066,0.1132736015103331,-0.1933317695269975,0.3113478422713869,,,,
"K-Means (1, 1)",-0.2932976308268777,0.0739442852586452,-0.2083582185729005,0.5152589696021204,,,,
"K-Means (1, 1)",-0.4426350452991275,0.0689866404688718,-0.1188284606111426,0.5795311428910054,,,,
"K-Means (1, 1)",-0.456652120581338,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",0.055452630851255,0.1265552305893132,-0.2260363520088908,0.3628846136604399,,,,
"K-Means (1, 1)",0.010382624576633,0.1355254123898913,-0.2416319914293835,0.2515694451432617,,,,
"K-Means (1, 1)",-0.3730024591419128,0.049559840337754,-0.144071334533329,0.5663182665659466,,,,
"K-Means (1, 1)",-0.4434227837198029,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",0.0362679955410696,0.0935027811691213,-0.0616439422079427,0.2344143821992172,,,,
"K-Means (1, 1)",0.0177268490420653,0.1628559201449533,-0.0973420075616423,0.2865970152396588,,,,
"K-Means (1, 1)",0.0490790455205758,0.0934506527255347,-0.0505619749042547,0.2088795535399549,,,,
"K-Means (1, 1)",-0.4387627972956258,0.1286071532187653,-0.0818122186726386,0.6265541161294099,,,,
"K-Means (1, 1)",-0.457061207925534,0.1683609689934656,-0.0981713796623982,0.6077260769437102,,,,
"K-Means (1, 1)",-0.394707606840098,0.0903020745336605,-0.1325257115863921,0.4569576516590719,,,,
"K-Means (1, 1)",-0.2582228973625391,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",0.0060567620159766,0.1255994857972342,-0.2511031107616849,0.348282605467117,,,,
"K-Means (1, 1)",-0.4942079990126953,0.1743041511107326,-0.0322867984147797,0.6798393467155261,,,,
"K-Means (1, 1)",-0.1023006430338317,0.0226368291310456,-0.1510755736575717,0.4718093151964531,,,,
"K-Means (1, 1)",-0.3867684318170583,0.1063492296767475,-0.1097493192184261,0.5137437646439074,,,,
"K-Means (1, 1)",0.0035354352338201,0.1108455307549046,-0.1300808191770929,0.3135498102300445,,,,
"K-Means (1, 1)",-0.5056652200255725,0.1743041511107326,-0.0382020309115815,0.5941770293362157,,,,
"K-Means (1, 1)",-0.4083236320636892,0.0628073188635361,-0.1291379465881301,0.5676896640809144,,,,
"K-Means (1, 1)",-0.4280616165581424,0.0746530733165357,-0.0883871483955763,0.4063561868163499,,,,
"K-Means (1, 1)",-0.3460621092274809,0.0699537428782034,-0.1232803412626943,0.4884797721393694,,,,
"K-Means (1, 1)",0.0783978771460023,0.1289562015237789,-0.2025023068325905,0.3610225915340455,,,,
"K-Means (1, 1)",-0.4426350452991275,0.0689866404688718,-0.1188284606111426,0.5795311428910054,,,,
"K-Means (1, 1)",0.0606238382839647,0.1321566004673856,-0.2057086811693578,0.3371497310860732,,,,
"K-Means (1, 1)",-0.0122186018239526,0.1174184055683183,-0.2212694985385471,0.3099633550175984,,,,
"K-Means (1, 1)",0.0621733280532788,0.1189850633116454,-0.1970252379660874,0.2718814603635046,,,,
"K-Means (1, 1)",-0.4434227837198029,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",0.0728613490427732,0.1171023922896724,-0.1865853146949606,0.3256366352072703,,,,
"K-Means (1, 1)",-0.2636535765129416,0.1083086762173123,-0.1975904001364068,0.6102178560657145,,,,
"K-Means (1, 1)",0.0467636526760169,0.0934506527255347,-0.0505619749042547,0.2088795535399549,,,,
"K-Means (1, 1)",-0.4434227837198029,0.2654321227801156,-0.0177890093321026,0.64131935414572,,,,
"K-Means (1, 1)",-0.2932976308268777,0.0739442852586452,-0.2083582185729005,0.5152589696021204,,,,
"K-Means (1, 1)",0.0194607622285419,0.1321566004673856,-0.2694674197016675,0.3064978729924305,,,,
"K-Means (1, 1)",-0.2244904876265602,0.0834722933210796,-0.1500189348049302,0.5721585210126904,,,,
"K-Means (1, 1)",-0.3283459440694603,0.1834246016794131,-0.1038356097024814,0.6246163368480625,,,,
"K-Means (1, 1)",0.0680409464627161,0.1210587033310666,-0.2166394177208978,0.310233330439786,,,,
"K-Means (1, 1)",-0.3604495435983481,0.0717019451703807,-0.1127138046327045,0.526355967554865,,,,
"K-Means (1, 1)",-0.0017735560413641,0.1008746575392748,-0.1262245762538717,0.2427970779402397,,,,
"K-Means (1, 1)",0.044392790450804,0.1355254123898913,-0.231360602259515,0.4110097220963676,,,,
"K-Means (1, 1)",0.0107298126340921,0.1355254123898913,-0.2412575101462127,0.2945052284471264,,,,
"K-Means (1, 1)",0.0060567620159766,0.1255994857972342,-0.2511031107616849,0.348282605467117,,,,
"K-Means (1, 1)",-0.2663068742761858,0.110934519966553,-0.2035059638262832,0.5741368915524487,,,,
"K-Means (1, 1)",0.0217099822533096,0.1355254123898913,-0.229886992725808,0.2942768394630172,,,,
"K-Means (1, 1)",-0.3604630907482397,0.0674454998054366,-0.0410890231313808,0.4890045918650327,,,,
"K-Means (1, 1)",0.003452147067046,0.1355254123898913,-0.2738174111956947,0.3162934518303839,,,,
"K-Means (1, 1)",-0.0076947301168966,0.1323579053670208,-0.2353923358038094,0.2846219297149902,,,,
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.1068691686070859,0.6172466392364386,,,,
"K-Means (1, 1)",-0.3120333283091407,0.1122609420556386,-0.1623952166237937,0.3831045431650809,,,,
"K-Means (1, 1)",-0.3241177686056888,0.0839920148888345,-0.150608061963756,0.4872818275096195,,,,
"K-Means (1, 1)",-0.4250222524968109,0.103648621451959,-0.0921656200129822,0.4824965357170772,,,,
"K-Means (1, 1)",-0.4530029439266327,0.1126555227597781,-0.1472397525621792,0.4968311218958154,,,,
"K-Means (1, 1)",0.0379098058539484,0.1321566004673856,-0.2502630829300911,0.3109349202087946,,,,
"K-Means (1, 1)",-0.3006991242059085,0.0784383628574199,-0.2071867775434025,0.5396784763337135,,,,
"K-Means (1, 1)",0.0368767021506876,0.0935027811691213,-0.0616439422079427,0.2344143821992172,,,,
"K-Means (1, 1)",0.0998874691580781,0.1130328702347586,-0.1778650013991339,0.3504745071200716,,,,
"K-Means (1, 1)",0.0169262937855265,0.1628559201449533,-0.0963434497590986,0.213726573045049,,,,
"K-Means (1, 1)",-0.5109424832664804,0.1032452246210566,-0.0437074231936988,0.5265975257540224,,,,
"K-Means (1, 1)",0.0144623311388477,0.119885036736483,-0.2261714484871,0.282372607955721,,,,
"K-Means (1, 1)",-0.4464382498699301,0.1286071532187653,-0.0818122186726386,0.6265541161294099,,,,
"K-Means (1, 1)",0.0156529635913382,0.1135802565018994,-0.0665949957557048,0.3055859460670068,,,,
"K-Means (1, 1)",0.0339868432143559,0.0946347711149667,-0.0537503495469336,0.1987037547496892,,,,
"K-Means (1, 1)",0.0334893950241871,0.1069738076551072,-0.1573887278403367,0.2176398815988999,,,,
"K-Means (1, 1)",-0.509541899265822,0.0857712192655314,-0.0850263758750211,0.5153539615791854,,,,
"K-Means (1, 1)",0.0590165063583272,0.1145985431951459,-0.0589950704470762,0.3243250644964998,,,,
"K-Means (1, 1)",-0.0651693501974762,0.0359488110486364,-0.1162081067592036,0.4782650746298689,,,,
"K-Means (1, 1)",-0.4951868307496529,0.0978111374762932,-0.0542906687863712,0.4242023128246218,,,,
"K-Means (1, 1)",0.0535951764232881,0.1210587033310666,-0.2109046884398055,0.2685159798167408,,,,
"K-Means (1, 1)",0.0371356556055573,0.1355254123898913,-0.2114030724995469,0.3358081128482374,,,,
"K-Means (1, 1)",-0.2496007190484739,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",-0.2494610799766041,0.2561669697620489,-0.0247985250978565,0.6109821241290128,,,,
"K-Means (1, 1)",-0.4733097805866159,0.1054129069106237,-0.0460409891769305,0.5545423856829534,,,,
"K-Means (1, 1)",-0.4237059731186103,0.1278941163421395,-0.17680762620611,0.6309149442100305,,,,
"K-Means (1, 1)",0.0606463672210512,0.1189850633116454,-0.1970252379660874,0.2718814603635046,,,,
"K-Means (1, 1)",-0.456652120581338,0.1516615276581087,-0.0842095547152437,0.614915210395229,,,,
"K-Means (1, 1)",0.0334893950241871,0.1069738076551072,-0.1573887278403367,0.2176398815988999,,,,
"K-Means (1, 1)",-0.3120792399754308,0.1467365711458625,-0.1457062347413211,0.6058494663646112,,,,
"K-Means (1, 1)",-0.4719416336905895,0.1165446796358,-0.0846882920716018,0.6406661115930231,,,,
"K-Means (1, 1)",0.0822213015094223,0.1234308328945648,-0.1993148399945135,0.3650726308150392,,,,
"K-Means (1, 1)",-0.3418170437400957,0.1735822397882824,-0.1310443381946996,0.5418068676940553,,,,
"K-Means (1, 1)",-0.0055787965249064,0.1323579053670208,-0.2353923358038094,0.2846219297149902,,,,
"K-Means (1, 1)",-0.4719416336905895,0.1165446796358,-0.0846882920716018,0.6406661115930231,,,,
"K-Means (1, 1)",-0.3539828896837578,0.1694674986550318,-0.1359469333157529,0.5096723788276669,,,,
"K-Means (1, 1)",-0.3477616744640943,0.0680040177664677,-0.0242923508593973,0.4888857920702721,,,,
"K-Means (1, 1)",-0.4332215978037502,0.1102008989833296,-0.1270499263482426,0.51629997786858,,,,
"K-Means (1, 1)",-0.3917594272524251,0.0904512709527223,-0.134651250799992,0.4570691416546507,,,,
"K-Means (1, 1)",0.0357712711261993,0.1089141726161417,-0.1931043021280134,0.3099953465876214,,,,
"K-Means (1, 1)",0.0313781461076555,0.1289562015237789,-0.2631735049002724,0.3216615046289869,,,,
"K-Means (1, 1)",-0.3011742651704509,0.0785420053067427,-0.2114654394890507,0.5439705619290315,,,,
"K-Means (1, 1)",-0.3022846251147942,0.1181819592085275,-0.1969043081908305,0.561215422400918,,,,
"K-Means (1, 1)",-0.4956229063573323,0.0974059592538147,-0.0597580524963528,0.4498989768656594,,,,
"K-Means (1, 1)",-0.2932976308268777,0.0739442852586452,-0.2083582185729005,0.5152589696021204,,,,
"K-Means (1, 1)",-0.312858352362246,0.1655806422030464,-0.0992812753816721,0.5964041411893143,,,,
"K-Means (1, 1)",0.0342256565301409,0.0946347711149667,-0.060675433206045,0.2305154942386632,,,,
"K-Means (1, 1)",-0.2610634342659408,0.1083086762173123,-0.1975904001364068,0.6102178560657145,,,,
"K-Means (1, 1)",0.0880950709284869,0.1321566004673856,-0.2041514795874544,0.3621183985699888,,,,
"K-Means (1, 1)",-0.3306161324862022,0.0848891814006444,-0.1450759558411013,0.4275163647338158,,,,
"K-Means (1, 1)",0.0158129962331281,0.1135802565018994,-0.0667997142557357,0.2909274205521186,,,,
"K-Means (1, 1)",-0.3247249340944858,0.1532245199171565,-0.1453612255014194,0.5950728787997851,,,,
"K-Means (1, 1)",-0.3011742651704509,0.0785420053067427,-0.2114654394890507,0.5439705619290315,,,,
"K-Means (1, 1)",-0.0170141805511319,0.0712326798852331,-0.1412253785312489,0.3401196331588443,,,,
"K-Means (1, 1)",-0.2629547355978894,0.0882057720353099,-0.1789269048631186,0.5442152907941865,,,,
"K-Means (1, 1)",0.0525284228102627,0.1289562015237789,-0.2235701397776961,0.3727877026866088,,,,
"K-Means (1, 1)",-0.3907417223548445,0.0865053634889074,-0.1062812920450885,0.444288005354945,,,,
"K-Means (1, 1)",-0.4986461407200219,0.1743041511107326,-0.0382020309115815,0.5941770293362157,,,,
"K-Means (1, 1)",0.0458361389772318,0.1355254123898913,-0.231360602259515,0.4110097220963676,,,,
"K-Means (1, 1)",0.088842871274782,0.1321566004673856,-0.1931488395315205,0.2856261941264125,,,,
"K-Means (1, 1)",0.0384588771857474,0.099636215252727,-0.0549598372948364,0.2177355732649687,,,,
"K-Means (1, 1)",-0.4658155421770564,0.0792559219400322,-0.1384857380624046,0.5060136607191068,,,,
"K-Means (1, 1)",-0.3247249340944858,0.1532245199171565,-0.1453612255014194,0.5950728787997851,,,,
