Method,Density,Voronoi,Moran,Local Balance
"K-Means (1, 1)",-0.14890493249654843,0.024705340212365798,-0.22675205893892655,0.41379157857195054
"K-Means (1, 1)",-0.38426710372266115,0.08701584624320702,-0.14811674473210767,0.37637917989499886
"K-Means (1, 1)",-0.15594025346597848,0.1502794114796758,-0.12273820337192305,0.4948527450890766
"K-Means (1, 1)",-0.3815651756152752,0.07714241157414183,-0.12184079321158024,0.3739262124305574
"K-Means (1, 1)",-0.3296797430178022,0.0727009041227065,-0.1317184047802771,0.36316618183703225
"K-Means (1, 1)",-0.1456524101945625,0.25868207609633614,-0.01624116590580345,0.36833749980502023
"K-Means (1, 1)",0.09593653102914079,0.10813484715902173,-0.14234014378094037,0.3349024962908407
"K-Means (1, 1)",-0.450369352307216,0.10789474407986226,-0.016625693861242997,0.5606849959487613
"K-Means (1, 1)",-0.4790475259165116,0.005535536150975966,-0.04968245154937007,0.45562585665567795
"K-Means (1, 1)",-0.45951241578138424,0.26175243425823264,-0.005235400680632718,0.6104177313634687
"K-Means (1, 1)",-0.5181001422388117,0.08555889056202508,-0.06979119058544743,0.519482758120739
"K-Means (1, 1)",-0.30953891559099894,0.080687763276797,-0.06894764433437707,0.289883565868376
"K-Means (1, 1)",-0.2930182653695227,0.06822976550716774,-0.02232358112995203,0.39969369958561135
"K-Means (1, 1)",-0.17530934897474953,0.03870600634973399,-0.2133382145424152,0.338318926286408
"K-Means (1, 1)",-0.4068244247838401,0.13419772206275785,0.02884096863515282,0.5383461662845201
"K-Means (1, 1)",-0.2339531310860863,0.1351513859863993,-0.11922145055905678,0.23222735758337
"K-Means (1, 1)",-0.19863308057861753,0.014685140620817378,-0.054282855536962674,0.3557120198685161
"K-Means (1, 1)",-0.2688105175931229,0.34072731544516693,-0.07390871788928109,0.3487250602305526
"K-Means (1, 1)",-0.2666715907449823,0.012317794965040905,-0.0722869789047502,0.305501169970424
"K-Means (1, 1)",-0.040707995364483635,0.15435262649843656,-0.19605921317377348,0.5283089219011249
"K-Means (1, 1)",-0.5153961619971579,0.0872559456263424,-0.008159257347612229,0.48143621719930046
"K-Means (1, 1)",-0.04252968521521902,0.13078050992441573,-0.18225978898531767,0.663456773187816
"K-Means (1, 1)",-0.08158159967109016,0.2790726827813235,-0.08411937497810498,0.3901337918365531
"K-Means (1, 1)",-0.20180636451402262,0.2939442711752029,-0.13499886307608272,0.41603530428379276
"K-Means (1, 1)",-0.32703789349657464,0.026862636985842635,-0.0749702113739803,0.40871546736178577
"K-Means (1, 1)",-0.45361531616913964,0.09311086862710903,-0.069996645111467,0.5377158588749776
"K-Means (1, 1)",-0.2229413491653066,0.19353468173836574,-0.1183437688058744,0.5596125357737961
"K-Means (1, 1)",-0.24915841314367126,0.26076199573276954,-0.13595845978934035,0.330679995478497
"K-Means (1, 1)",-0.28743352420496465,0.25682816845081785,-0.06510662396535385,0.47072080362645646
"K-Means (1, 1)",0.0508315866757022,0.2543602502647617,-0.1669453600319406,0.3595287871221005
"K-Means (1, 1)",-0.06784987162714673,0.1177945960537122,-0.10385410197378216,0.22499810142954407
"K-Means (1, 1)",-0.6547598743233967,0.12889533115393537,0.028671696283292733,0.586157043812311
"K-Means (1, 1)",-0.12967312255463953,0.2259926731339571,-0.1491530493474929,0.30197787439955587
"K-Means (1, 1)",-0.476166581869331,0.11227755767625061,-0.05703816507521442,0.5609111934606837
"K-Means (1, 1)",0.050199992913447206,0.1985551433625311,-0.13208506033486944,0.4662413018084867
"K-Means (1, 1)",-0.45361531616913964,0.09311086862710903,-0.069996645111467,0.5377158588749776
"K-Means (1, 1)",0.06598686904616718,0.12975430330455706,-0.17170230341355755,0.5084625707103171
"K-Means (1, 1)",0.13045348657835792,0.14316243731208028,-0.15289498530592757,0.5830964093874939
"K-Means (1, 1)",-0.24457228863365316,0.02068273020507249,-0.10109404914933756,0.2819688534378997
"K-Means (1, 1)",-0.450369352307216,0.10789474407986226,-0.016625693861242997,0.5606849959487613
"K-Means (1, 1)",-0.47112508028087824,0.07698487325748887,0.02226199198277274,0.5168512370864295
"K-Means (1, 1)",-0.21860865644821745,0.0114016559932536,-0.19042550132951594,0.3886661235952922
"K-Means (1, 1)",-0.2507841579099281,0.37344925107168175,-0.11178437007018904,0.37819492732994275
"K-Means (1, 1)",-0.3157776764548636,0.07302849352083847,-0.13966012927969088,0.4575161223286077
"K-Means (1, 1)",-0.12418442577464106,0.2950702107245383,-0.006946965709356659,0.4147059157440844
"K-Means (1, 1)",-0.2930182653695227,0.06822976550716774,-0.02232358112995203,0.39969369958561135
"K-Means (1, 1)",-0.07059416806804347,0.2117224668601661,-0.10784153229055954,0.5004119817622904
"K-Means (1, 1)",-0.5886566381216051,0.09814791945824061,0.026429830854176068,0.5067465836999165
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.5498479831031702,0.1863048251016853,0.03977481679315818,0.6158001675113699
"K-Means (1, 1)",-0.5129806581129003,0.13437088839140438,0.006872004198471358,0.5103475731197649
"K-Means (1, 1)",-0.1361474044967774,0.24584417831907696,-0.01273975781227478,0.476080384830624
"K-Means (1, 1)",-0.3412462659404213,0.09528929249801932,-0.07401863796397516,0.2997206695445848
"K-Means (1, 1)",-0.19676440718203503,0.08857303931800892,-0.1088322347946988,0.2155040458506392
"K-Means (1, 1)",-0.08576369303113694,0.19700695863494028,-0.17118802929384583,0.6262246781080969
"K-Means (1, 1)",-0.17018018899743004,0.3547916678066567,-0.034128500428972926,0.3915495707375224
"K-Means (1, 1)",-0.31027533695421783,0.2694533382124248,-0.060446041868325286,0.6675904940342052
"K-Means (1, 1)",-0.10066492135003695,0.09246750340858632,-0.17062340732219466,0.4608093813513187
"K-Means (1, 1)",0.06598686904616718,0.12975430330455706,-0.17170230341355755,0.5084625707103171
"K-Means (1, 1)",-0.12168378567210635,0.034580256728446813,-0.15453824009289602,0.4462955747665138
"K-Means (1, 1)",-0.4191610953812555,0.10043625476234053,-0.08683501588945541,0.3751981188509279
"K-Means (1, 1)",-0.20180636451402262,0.2939442711752029,-0.13499886307608272,0.41603530428379276
"K-Means (1, 1)",-0.31027533695421783,0.2694533382124248,-0.060446041868325286,0.6675904940342052
"K-Means (1, 1)",-0.435318449147691,0.12018941624836527,0.038283416108663634,0.5504581160904101
"K-Means (1, 1)",-0.2474700742328039,0.29144868672263435,-0.10136909221310449,0.49680014258386257
"K-Means (1, 1)",-0.08388312713640941,0.13220909546677398,-0.11103805074283885,0.23055768356448522
"K-Means (1, 1)",-0.25971478608016335,0.17402182686888426,-0.06863903311916976,0.5211172544355974
"K-Means (1, 1)",-0.07855023887898882,0.038461772843601014,-0.15157889174450614,0.2721119257837164
"K-Means (1, 1)",0.08136653494759041,0.22028921317436845,-0.05273862298741828,0.35040699945667386
"K-Means (1, 1)",-0.5091013006785252,0.07826952832408902,0.020798102489212357,0.5419847934111601
"K-Means (1, 1)",-0.4696518001884893,0.15267038858896978,-0.0753101865017744,0.47842402465937905
"K-Means (1, 1)",-0.20180636451402265,0.2325901260589991,-0.10369704349235762,0.5252007808158653
"K-Means (1, 1)",-0.5091013006785252,0.07826952832408902,0.020798102489212357,0.5419847934111601
"K-Means (1, 1)",0.06598686904616718,0.12975430330455706,-0.17170230341355755,0.5084625707103171
"K-Means (1, 1)",-0.28996952473721027,0.06757954338068145,-0.08686171636584407,0.3928502355510929
"K-Means (1, 1)",-0.16075754641544204,0.029321441950321138,-0.22806960384113031,0.2816235806634193
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.19931292418427163,0.10572840656781954,-0.20690409660114384,0.2788101762270498
"K-Means (1, 1)",-0.47112508028087824,0.07698487325748887,0.02226199198277274,0.5168512370864295
"K-Means (1, 1)",-0.07709424542418097,0.030589825794913525,-0.1702599636979296,0.3369689947821418
"K-Means (1, 1)",-0.513837570441508,0.011319286969763392,-0.09304049301563735,0.40688047938842026
"K-Means (1, 1)",-0.19676440718203503,0.08857303931800892,-0.1088322347946988,0.2155040458506392
"K-Means (1, 1)",-0.1131442464978862,0.13020296749453789,-0.2116569516300951,0.20714104658852014
"K-Means (1, 1)",-0.20021947769031376,0.04149617319215103,-0.21816766390432038,0.45433082486865184
"K-Means (1, 1)",-0.11649594675845569,0.20733121585890077,-0.1926837815815715,0.4952688247379031
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.43341270238918433,0.18253288889263175,-0.0676590448011133,0.434571432636193
"K-Means (1, 1)",-0.2800974427472226,0.04049486332183879,-0.18503416484243937,0.47498877818769136
"K-Means (1, 1)",-0.12418442577464106,0.2950702107245383,-0.006946965709356659,0.4147059157440844
"K-Means (1, 1)",-0.467036736947805,0.07332555628799643,0.021526859741068927,0.5171040479473172
"K-Means (1, 1)",-0.25060939457910325,0.2529435158594585,-0.05065385171000343,0.49966753695739613
"K-Means (1, 1)",-0.2967440281777465,0.10751145016488597,-0.06032166041638817,0.5413223566125344
"K-Means (1, 1)",-0.4790475259165116,0.005535536150975966,-0.04968245154937007,0.45562585665567795
"K-Means (1, 1)",-0.2967440281777465,0.10751145016488597,-0.06032166041638817,0.5413223566125344
"K-Means (1, 1)",-0.435318449147691,0.005288487280356367,-0.09657088501519448,0.4215203137214228
"K-Means (1, 1)",-0.19710794980727053,0.05084333252524327,-0.21342784652027366,0.36549268617642416
"K-Means (1, 1)",-0.1131442464978862,0.13020296749453789,-0.2116569516300951,0.20714104658852014
"K-Means (1, 1)",-0.2930182653695227,0.06822976550716774,-0.02232358112995203,0.39969369958561135
"K-Means (1, 1)",-0.24269086190494057,0.05550964116758329,-0.0755531064395607,0.38948263414404805
"K-Means (1, 1)",-0.19281985531710036,0.06223713849224648,-0.13163903005015581,0.2749589504413975
"K-Means (1, 1)",-0.15591934792423195,0.08984988364220672,-0.026381659245914308,0.24628569969921044
"K-Means (1, 1)",-0.1361474044967774,0.24584417831907696,-0.01273975781227478,0.476080384830624
"K-Means (1, 1)",-0.09738922481170864,0.011544066069815413,-0.180394976759314,0.21756571915031991
"K-Means (1, 1)",-0.1696994409111604,0.13433849012488844,-0.09795076881289551,0.2399183561803735
"K-Means (1, 1)",-0.2564702280140185,0.013857887020898872,-0.19169454158798727,0.37420260777460335
"K-Means (1, 1)",-0.1131442464978862,0.13020296749453789,-0.2116569516300951,0.20714104658852014
"K-Means (1, 1)",-0.3165275021729457,0.06757954338068145,-0.08686171636584407,0.3928502355510929
"K-Means (1, 1)",-0.24269086190494057,0.05550964116758329,-0.0755531064395607,0.38948263414404805
"K-Means (1, 1)",-0.25060939457910325,0.2529435158594585,-0.05065385171000343,0.49966753695739613
"K-Means (1, 1)",-0.450369352307216,0.10789474407986226,-0.016625693861242997,0.5606849959487613
"K-Means (1, 1)",-0.21179988815528372,0.15283737719274493,-0.21309388213382452,0.5332961436024486
"K-Means (1, 1)",-0.03870087052782574,0.2789984818685728,-0.14260535577072736,0.47648594366390923
"K-Means (1, 1)",-0.38426710372266115,0.08701584624320702,-0.14811674473210767,0.37637917989499886
"K-Means (1, 1)",-0.32703789349657464,0.026862636985842635,-0.0749702113739803,0.40871546736178577
"K-Means (1, 1)",-0.07709424542418097,0.030589825794913525,-0.1702599636979296,0.3369689947821418
"K-Means (1, 1)",-0.450369352307216,0.10789474407986226,-0.016625693861242997,0.5606849959487613
"K-Means (1, 1)",-0.45951241578138424,0.26175243425823264,-0.005235400680632718,0.6104177313634687
"K-Means (1, 1)",-0.5153961619971579,0.0872559456263424,-0.008159257347612229,0.48143621719930046
"K-Means (1, 1)",-0.17018018899743004,0.3547916678066567,-0.034128500428972926,0.3915495707375224
"K-Means (1, 1)",-0.38426710372266115,0.08701584624320702,-0.14811674473210767,0.37637917989499886
"K-Means (1, 1)",-0.47112508028087824,0.07698487325748887,0.02226199198277274,0.5168512370864295
"K-Means (1, 1)",-0.24915841314367126,0.26076199573276954,-0.13595845978934035,0.330679995478497
"K-Means (1, 1)",-0.10051093984752378,0.03196618793081581,-0.15641227646731348,0.4419690440970482
"K-Means (1, 1)",-0.33529029642129937,0.09766093411808402,-0.05088597076132698,0.4971563099929753
"K-Means (1, 1)",-0.08388312713640941,0.13220909546677398,-0.11103805074283885,0.23055768356448522
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.3359614965644522,0.01974337882787123,-0.221512414808248,0.3233696864418348
"K-Means (1, 1)",-0.2537233642765572,0.08681539702463517,-0.06829040706009866,0.3183125205436081
"K-Means (1, 1)",0.062074786910061366,0.20601446817179375,-0.06926484973981017,0.27832812164859483
"K-Means (1, 1)",-0.18508715000741432,0.024207413758540467,-0.21273346910188745,0.2939913128993673
"K-Means (1, 1)",-0.3361894459160995,0.23526577815426636,-0.061577348693937876,0.5743363105652651
"K-Means (1, 1)",-0.20762482826728018,0.04177393111362759,-0.08402769244640716,0.3227852010964108
"K-Means (1, 1)",-0.07855023887898882,0.038461772843601014,-0.15157889174450614,0.2721119257837164
"K-Means (1, 1)",0.031322239039402774,0.289740727311875,-0.10841292999395875,0.41063132152274723
"K-Means (1, 1)",-0.3095839993256733,0.06546634486914482,-0.15016761053764738,0.49184777560195003
"K-Means (1, 1)",-0.3006677306933731,0.172394873703973,-0.07153753049115,0.5227243253513155
"K-Means (1, 1)",-0.38809715076935436,0.2228580572144844,-0.017816291145620212,0.5965331917406667
"K-Means (1, 1)",-0.21179988815528372,0.15283737719274493,-0.21309388213382452,0.5332961436024486
"K-Means (1, 1)",-0.15273837466680817,0.14576642302431053,-0.17386047791151454,0.4696006965907528
"K-Means (1, 1)",-0.3412462659404213,0.09528929249801932,-0.07401863796397516,0.2997206695445848
"K-Means (1, 1)",-0.39545325491926275,0.02929580069932571,-0.07866768464957417,0.33234807578616576
"K-Means (1, 1)",-0.2482042710558957,0.07399573894053646,-0.12149112535247424,0.2680432661038596
"K-Means (1, 1)",-0.1696994409111604,0.13433849012488844,-0.09795076881289551,0.2399183561803735
"K-Means (1, 1)",0.019506741546770102,0.13071777747150176,-0.17368556251215178,0.6606126700643542
"K-Means (1, 1)",-0.2901812396713248,0.2958379273062727,-0.10872476657123756,0.5014982417813426
"K-Means (1, 1)",-0.3271765020616213,0.08386973666090333,-0.23306277361216415,0.2554025143642394
"K-Means (1, 1)",-0.17041051843527505,0.19010906756328363,-0.04817910496226731,0.30200613939192383
"K-Means (1, 1)",-0.034787386251294336,0.3495653883021288,-0.11635567763728351,0.424273977441552
"K-Means (1, 1)",-0.12418442577464106,0.2950702107245383,-0.006946965709356659,0.4147059157440844
"K-Means (1, 1)",-0.12168378567210635,0.034580256728446813,-0.15453824009289602,0.4462955747665138
"K-Means (1, 1)",-0.08158159967109016,0.2790726827813235,-0.08411937497810498,0.3901337918365531
"K-Means (1, 1)",-0.5713639212062487,0.25881848872952845,-0.023740372068761707,0.6350981812920325
"K-Means (1, 1)",0.13045348657835792,0.14316243731208028,-0.15289498530592757,0.5830964093874939
"K-Means (1, 1)",-0.1456524101945625,0.25868207609633614,-0.01624116590580345,0.36833749980502023
"K-Means (1, 1)",-0.31027533695421783,0.21834726041984373,0.01866764915809859,0.5746236343477097
"K-Means (1, 1)",-0.15891191990650352,0.08793230792326126,-0.22651763997780597,0.27306845416788283
"K-Means (1, 1)",-0.6732882599117693,0.12443012463304812,0.027239100005231952,0.575411486348785
"K-Means (1, 1)",-0.33434893398922605,0.2016565804649168,0.014254507826704742,0.74644964835607
"K-Means (1, 1)",-0.07709424542418097,0.030589825794913525,-0.1702599636979296,0.3369689947821418
"K-Means (1, 1)",-0.5713639212062487,0.25881848872952845,-0.023740372068761707,0.6350981812920325
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.5306298464626175,0.23123914608816978,-0.030361492215359213,0.6215412258887109
"K-Means (1, 1)",-0.3685906091145842,0.13838897277021184,-0.09085672218788314,0.5096052244361791
"K-Means (1, 1)",-0.10066492135003695,0.09246750340858632,-0.17062340732219466,0.4608093813513187
"K-Means (1, 1)",-0.19332343484495226,0.18680294729365385,-0.12661725611669622,0.34676875633174153
"K-Means (1, 1)",-0.40114837189479247,0.0795901831213019,-0.098745411917584,0.35613138831176416
"K-Means (1, 1)",-0.39545325491926275,0.02929580069932571,-0.07866768464957417,0.33234807578616576
"K-Means (1, 1)",-0.31027533695421783,0.2694533382124248,-0.060446041868325286,0.6675904940342052
"K-Means (1, 1)",-0.5153961619971579,0.0872559456263424,-0.008159257347612229,0.48143621719930046
"K-Means (1, 1)",0.056298724894996696,0.117117197638445,-0.16491100812723056,0.25033651358662073
"K-Means (1, 1)",-0.2880176388583404,0.28922471668053074,-0.042951460877279184,0.44290889073670137
"K-Means (1, 1)",-0.6732882599117693,0.12443012463304812,0.027239100005231952,0.575411486348785
"K-Means (1, 1)",-0.1361474044967774,0.24584417831907696,-0.01273975781227478,0.476080384830624
"K-Means (1, 1)",-0.3997967179619708,0.006651381871753316,-0.09870614113730065,0.4128417987215454
"K-Means (1, 1)",-0.05772665027291711,0.2108751236614867,-0.16964682791869548,0.7626512020445925
"K-Means (1, 1)",-0.1667048356889439,0.08090850824709715,-0.03194497794750737,0.2576509865528276
"K-Means (1, 1)",0.06598686904616718,0.12975430330455706,-0.17170230341355755,0.5084625707103171
"K-Means (1, 1)",-0.13637155278522428,0.19965144082486114,-0.1400291294031293,0.7693919470728483
"K-Means (1, 1)",0.043460909136407315,0.09896127169835064,-0.13122154810523856,0.2512471300833717
"K-Means (1, 1)",-0.20021947769031376,0.04149617319215103,-0.21816766390432038,0.45433082486865184
"K-Means (1, 1)",-0.16075754641544204,0.029321441950321138,-0.22806960384113031,0.2816235806634193
"K-Means (1, 1)",-0.19710794980727053,0.05084333252524327,-0.21342784652027366,0.36549268617642416
"K-Means (1, 1)",-0.17018018899743004,0.3547916678066567,-0.034128500428972926,0.3915495707375224
"K-Means (1, 1)",-0.46411700738486306,0.047580959546462395,-0.049303644364625254,0.47235316394776133
"K-Means (1, 1)",-0.1361474044967774,0.24584417831907696,-0.01273975781227478,0.476080384830624
"K-Means (1, 1)",-0.3165275021729457,0.06757954338068145,-0.08686171636584407,0.3928502355510929
"K-Means (1, 1)",-0.31027533695421783,0.21834726041984373,0.01866764915809859,0.5746236343477097
"K-Means (1, 1)",0.062074786910061366,0.20601446817179375,-0.06926484973981017,0.27832812164859483
"K-Means (1, 1)",-0.19676440718203503,0.08857303931800892,-0.1088322347946988,0.2155040458506392
"K-Means (1, 1)",0.056298724894996696,0.117117197638445,-0.16491100812723056,0.25033651358662073
"K-Means (1, 1)",-0.28339729903774824,0.25763547833019157,-0.04678338285360067,0.5058778573207379
"K-Means (1, 1)",-0.513837570441508,0.011319286969763392,-0.09304049301563735,0.40688047938842026
"K-Means (1, 1)",0.019506741546770102,0.13071777747150176,-0.17368556251215178,0.6606126700643542
"K-Means (1, 1)",-0.2688105175931229,0.34072731544516693,-0.07390871788928109,0.3487250602305526
"K-Means (1, 1)",-0.4136410959390697,0.09328243000628433,-0.1094079855325192,0.4832596789475784
"K-Means (1, 1)",0.09593653102914079,0.10813484715902173,-0.14234014378094037,0.3349024962908407
"K-Means (1, 1)",-0.3524335852481305,0.08814862711658178,-0.11716944316850769,0.4835350638754052
"K-Means (1, 1)",-0.2482042710558957,0.024510845243037326,-0.15643980889684594,0.4124166607624395
"K-Means (1, 1)",-0.43341270238918433,0.18253288889263175,-0.0676590448011133,0.434571432636193
"K-Means (1, 1)",-0.3597298284978318,0.12565613143422605,0.002422260562310123,0.5189250332080839
"K-Means (1, 1)",0.050199992913447206,0.1985551433625311,-0.13208506033486944,0.4662413018084867
"K-Means (1, 1)",-0.19495903409986054,0.21730469590793655,-0.01070417612493945,0.7339531265174201
"K-Means (1, 1)",-0.513837570441508,0.011319286969763392,-0.09304049301563735,0.40688047938842026
"K-Means (1, 1)",-0.435318449147691,0.005288487280356367,-0.09657088501519448,0.4215203137214228
"K-Means (1, 1)",-0.12418442577464106,0.2950702107245383,-0.006946965709356659,0.4147059157440844
"K-Means (1, 1)",0.050199992913447206,0.1985551433625311,-0.13208506033486944,0.4662413018084867
"K-Means (1, 1)",-0.2666715907449823,0.012317794965040905,-0.0722869789047502,0.305501169970424
"K-Means (1, 1)",-0.2482042710558957,0.024510845243037326,-0.15643980889684594,0.4124166607624395
"K-Means (1, 1)",-0.07709424542418097,0.030589825794913525,-0.1702599636979296,0.3369689947821418
"K-Means (1, 1)",-0.1667048356889439,0.08090850824709715,-0.03194497794750737,0.2576509865528276
"K-Means (1, 1)",-0.3157776764548636,0.07302849352083847,-0.13966012927969088,0.4575161223286077
"K-Means (1, 1)",-0.5181001422388117,0.08555889056202508,-0.06979119058544743,0.519482758120739
"K-Means (1, 1)",-0.11722078051674555,0.21859688313906245,-0.08406050910621346,0.5121041418245319
"K-Means (1, 1)",-0.45951241578138424,0.26175243425823264,-0.005235400680632718,0.6104177313634687
"K-Means (1, 1)",-0.17041051843527505,0.19010906756328363,-0.04817910496226731,0.30200613939192383
"K-Means (1, 1)",-0.034787386251294336,0.3495653883021288,-0.11635567763728351,0.424273977441552
"K-Means (1, 1)",-0.40114837189479247,0.0795901831213019,-0.098745411917584,0.35613138831176416
"K-Means (1, 1)",-0.17530934897474953,0.03870600634973399,-0.2133382145424152,0.338318926286408
"K-Means (1, 1)",-0.476166581869331,0.11227755767625061,-0.05703816507521442,0.5609111934606837
"K-Means (1, 1)",-0.39184227868961663,0.06973501106136767,-0.1259508424453826,0.29441684773258214
"K-Means (1, 1)",-0.3927770673507379,0.08608445454713078,-0.12110731699947318,0.4837524330438882
"K-Means (1, 1)",-0.08663905894891327,0.13028856942982467,-0.07587025167961811,0.28661151059426476
"K-Means (1, 1)",-0.48269531538932275,0.00551095175367224,-0.06451533237647548,0.43069105825659953
"K-Means (1, 1)",-0.17018018899743004,0.3547916678066567,-0.034128500428972926,0.3915495707375224
"K-Means (1, 1)",-0.29305959182719915,0.18266909918417534,-0.06020762030985573,0.6305193317313816
"K-Means (1, 1)",-0.20762482826728018,0.04177393111362759,-0.08402769244640716,0.3227852010964108
"K-Means (1, 1)",-0.21185989264772997,0.24738544144136132,-0.11148498484735454,0.6260935325947082
"K-Means (1, 1)",-0.3602568281059616,0.0869592934162458,-0.06344732593097116,0.5034254147719426
"K-Means (1, 1)",-0.26013017458753873,0.07211678064794463,-0.0576801449623575,0.39974403840492695
"K-Means (1, 1)",-0.1653297474896763,0.2805988552339971,-0.01552891098182192,0.4806851704949389
"K-Means (1, 1)",-0.10051093984752378,0.03196618793081581,-0.15641227646731348,0.4419690440970482
"K-Means (1, 1)",-0.43341270238918433,0.18253288889263175,-0.0676590448011133,0.434571432636193
